PropertyGFATotal,LargestPropertyUseTypeGFARatio,NumberofFloors,SecondLargestPropertyUseTypeGFARatio,LargestPropertyUseType,BuildingType,ThirdLargestPropertyUseTypeGFARatio,SiteEnergyUse(kBtu)
147545,1.0,2.0,0.0,Retail Store,NonResidential,0.0,7196194.0
21462,1.2010996179293636,2.0,0.009318796011555308,Other,Nonresidential COS,0.0,1109924.0
24178,1.4259243940772603,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,777696.0
107518,0.9851931769564166,3.0,0.00930076824345691,Multifamily Housing,Multifamily LR (1-4),0.00550605480012649,3970754.0
30720,1.0,6.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,896172.0
167941,0.8264033202136465,24.0,0.5951613959664406,Multifamily Housing,Multifamily HR (10+),0.0,2383733.0
38970,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,948657.0
24648,1.0,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,532670.0
34270,0.6167493434490808,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,639325.0
20837,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,403260.0
47602,0.9892231418847948,2.0,0.0,K-12 School,SPS-District K-12,0.0,2004995.0
28072,0.8490666856654318,2.0,0.0,Social/Meeting Hall,NonResidential,0.0,1183408.0
24864,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,611997.0
39050,1.0,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,1045337.0
77800,0.5951156812339332,8.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,2978323.0
31020,1.0,2.0,0.0,Restaurant,NonResidential,0.0,5767765.0
21600,0.6666666666666666,2.0,0.3333333333333333,Office,NonResidential,0.0,1943772.0
23000,1.0,1.0,0.0,Other,NonResidential,0.0,630040.0
61825,0.6145248685806712,5.0,0.05737161342498989,Office,NonResidential,0.0,4735249.0
590869,0.6924326712012308,16.0,0.30756732879876925,Multifamily Housing,Multifamily HR (10+),0.0,14776743.0
145275,0.7091584925141972,7.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,2671115.0
64630,1.0,3.0,0.0,Office,NonResidential,0.0,2456132.0
20920,1.0,2.0,0.0,Worship Facility,NonResidential,0.0,1136676.0
26640,0.7822822822822822,3.0,0.21771771771771772,Multifamily Housing,Multifamily LR (1-4),0.0,1862752.0
40329,0.9054030598328746,7.0,0.05286518386272905,Multifamily Housing,Multifamily MR (5-9),0.019440105135262467,3545412.0
20565,1.0,3.0,0.0,Office,NonResidential,0.0,841841.0
34880,1.1750860091743118,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,918177.0
56776,0.895466394251092,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1784233.0
112676,0.6912474706237353,6.0,0.3087525293762647,Multifamily Housing,Multifamily MR (5-9),0.0,2867434.0
22128,1.0,2.0,0.0,Worship Facility,NonResidential,0.0,534039.0
26880,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1272272.0
23098,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,481206.0
48139,0.8309271069195455,1.0,0.0,Retail Store,NonResidential,0.0,767213.0
29924,1.0,1.0,0.0,Other - Education,NonResidential,0.0,1173650.0
214388,0.7990465884284568,5.0,0.20095341157154317,Multifamily Housing,Multifamily MR (5-9),0.0,4433348.0
21633,0.4807470068876254,1.0,0.0,Other,NonResidential,0.0,6293359.0
43228,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1039782.0
23231,0.9490336188713357,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,520738.0
21364,0.7191537165324845,2.0,0.28084628346751545,Worship Facility,NonResidential,0.0,947884.0
208125,0.3837693693693694,6.0,0.17297297297297298,Multifamily Housing,Multifamily MR (5-9),0.034335135135135135,3065502.0
39251,0.8590863927033706,6.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,1075793.0
44715,1.0,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,1857889.0
21715,1.0,5.0,0.1975592908128022,Multifamily Housing,Multifamily MR (5-9),0.0,431357.0
86525,0.7241722045651546,7.0,0.2758277954348454,Multifamily Housing,Multifamily MR (5-9),0.0,2294320.0
56652,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1558041.0
20798,1.0,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,527438.0
20296,0.9628498226251478,3.0,0.03715017737485219,Multifamily Housing,Multifamily LR (1-4),0.0,520275.0
30700,0.62,3.0,0.38,Other,Multifamily LR (1-4),0.0,670779.0
31537,0.775565209119447,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,864765.0
48744,1.0,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,1670929.0
23931,0.9229869207304333,5.0,0.16643683924616606,Multifamily Housing,Multifamily MR (5-9),0.0,533329.0
39966,0.8356102687284191,4.0,0.3002552169343942,Multifamily Housing,Multifamily LR (1-4),0.07884201571335635,827664.0
72763,0.9622060662699449,7.0,0.5467064304660335,Multifamily Housing,Multifamily MR (5-9),0.03793136621634622,2682044.0
59600,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1396191.0
40948,0.7856305558269024,4.0,0.21436944417309758,Multifamily Housing,Multifamily LR (1-4),0.0,603376.0
28923,0.995747329115237,2.0,0.0,College/University,NonResidential,0.0,456397.0
65210,0.8685017635332004,7.0,0.13149823646679956,Multifamily Housing,Multifamily MR (5-9),0.0,3610224.0
21600,1.0,3.0,0.0,College/University,NonResidential,0.0,315468.0
21712,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1122837.0
53232,0.7425984370303577,5.0,0.14774947400060115,Multifamily Housing,Multifamily MR (5-9),0.08237526299969943,1724560.0
25735,1.0,1.0,0.0,No information,NonResidential,0.0,1231145.0
57856,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1695729.0
25862,0.9883999690665842,2.0,0.011600030933415823,Retail Store,NonResidential,0.0,5462958.0
49965,0.949964975482838,2.0,0.05003502451716201,Retail Store,NonResidential,0.0,3466461.0
53698,1.0,3.0,0.0502812022794145,Multifamily Housing,Multifamily LR (1-4),0.0,962082.0
23338,1.2468934784471677,6.0,0.1086639814894164,Multifamily Housing,Multifamily MR (5-9),0.0,2339133.0
39594,0.8621760872859524,6.0,0.1378239127140476,Multifamily Housing,Multifamily MR (5-9),0.0,895901.0
20028,1.0,2.0,0.0,Office,NonResidential,0.0,552583.0
65535,0.7796749828336004,10.0,0.051483939879453725,Multifamily Housing,Multifamily HR (10+),0.023865110246433202,3031811.0
23622,1.1089238845144358,7.0,0.09673186013038693,Office,NonResidential,0.0,1118346.0
23563,0.8565547680685821,3.0,0.1434452319314179,Office,NonResidential,0.0,842923.0
28600,0.4195804195804196,3.0,0.38461538461538464,Office,NonResidential,0.1048951048951049,1020039.0
38539,0.4034614286826332,2.0,0.3212070889229093,Retail Store,NonResidential,0.27533148239445754,2307938.0
26840,1.0819672131147542,5.0,0.0,Office,NonResidential,0.0,2006626.0
46800,0.7696367521367521,2.0,0.23036324786324786,Retail Store,NonResidential,0.0,2087998.0
63990,0.6094702297233943,3.0,0.41631504922644164,Office,NonResidential,0.0,2513155.0
28800,0.75,3.0,0.25,Office,NonResidential,0.2152777777777778,1358652.0
23015,0.8312839452530958,3.0,0.16871605474690418,Multifamily Housing,Multifamily LR (1-4),0.0,1615855.0
36676,0.6033645981023013,6.0,0.2658686879703348,Multifamily Housing,Multifamily MR (5-9),0.06832806194786782,2189124.0
33552,0.7914878397711016,3.0,0.148068669527897,Office,NonResidential,0.0,2778865.0
26270,0.9998477350590027,2.0,0.0,Retail Store,NonResidential,0.0,1770198.0
57620,0.8642832349878514,3.0,0.13571676501214855,Office,NonResidential,0.0,2390284.0
33440,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,3227332.0
28696,0.4516308893225537,2.0,0.27042096459436854,Other,NonResidential,0.21187621968218567,553875.0
57800,1.0,5.0,0.0,Hotel,NonResidential,0.0,2668769.0
69590,1.0,6.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,4202335.0
45172,1.0,3.0,0.0,No information,Multifamily LR (1-4),0.0,1607275.0
321050,0.7054975860457873,26.0,0.2945024139542127,Multifamily Housing,Multifamily HR (10+),0.0,12719042.0
192077,0.7418743524732269,7.0,0.25812564752677314,Multifamily Housing,Multifamily MR (5-9),0.0,3795938.0
203940,0.7020839462587035,7.0,0.2979160537412965,Multifamily Housing,Multifamily MR (5-9),0.0,6313678.0
21284,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,758322.0
48786,1.0,5.0,0.0,No information,Multifamily MR (5-9),0.0,1069381.0
98222,0.38610494593879174,6.0,0.0655963022540775,Multifamily Housing,Multifamily MR (5-9),0.0,2035595.0
31890,0.9771088115396676,2.0,0.0,Financial Office,NonResidential,0.0,1691021.0
44098,0.8390403192888566,2.0,0.2834595673273164,Office,NonResidential,0.0,2454861.0
22381,1.0,3.0,0.0,Restaurant,NonResidential,0.0,3766069.0
538339,0.7402640343723936,31.0,0.0,No information,Multifamily HR (10+),0.0,22714240.0
49249,0.8240573412658125,4.0,0.1454851875164978,Laboratory,NonResidential,0.0,29540052.0
24825,0.5615307150050353,1.0,0.42050352467270896,Retail Store,NonResidential,0.0,387279.0
41030,0.6124543017304411,6.0,0.38754569826955887,Multifamily Housing,Multifamily MR (5-9),0.0,1070740.0
41359,0.9000217606808675,6.0,0.03868565487560144,Multifamily Housing,Multifamily MR (5-9),0.03573587369133683,2659770.0
21095,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,891050.0
188715,0.6002119598336115,5.0,0.11127891264605358,Multifamily Housing,Multifamily MR (5-9),0.018339824603237687,3548309.0
23989,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,696840.0
26670,1.0,4.0,0.0,Medical Office,NonResidential,0.0,1494252.0
41834,0.7158770378161304,6.0,0.2576851364918487,Multifamily Housing,Multifamily MR (5-9),0.026437825692020845,1079004.0
34060,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,2741909.0
37300,1.0,7.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,1716575.0
37740,1.031770005299417,2.0,0.0,Fire Station,Nonresidential COS,0.0,3215953.0
328947,0.8449689463652199,6.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,8320719.0
160141,0.826771407696967,6.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,3404992.0
44736,0.9083512160228898,3.0,0.10067954220314736,Multifamily Housing,Multifamily LR (1-4),0.0,2279063.0
22400,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,678608.0
70200,1.0,13.0,0.0,Multifamily Housing,Multifamily HR (10+),0.0,3155391.0
21840,1.0,6.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,786979.0
33880,0.8262396694214876,3.0,0.1737603305785124,Multifamily Housing,Multifamily LR (1-4),0.0,2250669.0
393841,0.7691479556470758,18.0,0.06016895142963785,Multifamily Housing,Multifamily HR (10+),0.0,19452274.0
23752,0.6027702930279556,1.0,0.39722970697204446,Office,NonResidential,0.0,1023618.0
44416,1.1857889048991355,4.0,0.0,Hotel,NonResidential,0.0,2601369.0
33792,0.2654178503787879,2.0,0.2527225378787879,Social/Meeting Hall,NonResidential,0.04734848484848485,2187513.0
34080,0.6919014084507042,8.0,0.528169014084507,Multifamily Housing,Multifamily MR (5-9),0.0,1522081.0
224732,0.8212760087570974,8.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,10240707.0
62607,0.8501924704905203,6.0,0.0779305828421742,Multifamily Housing,Multifamily MR (5-9),0.0,1733511.0
31702,0.8333228187496057,4.0,0.4504447668916788,Multifamily Housing,Multifamily LR (1-4),0.0,248607.0
29765,0.8312447505459433,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1337968.0
27182,1.0,4.0,0.117724965050401,Multifamily Housing,Multifamily LR (1-4),0.0,1798694.0
126436,0.5643962162675188,4.0,0.27682780220823183,Multifamily Housing,Multifamily LR (1-4),0.15877598152424943,2420503.0
22374,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,508057.0
61802,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,3837228.0
35805,1.0,1.0,0.0,K-12 School,SPS-District K-12,0.0,317581.0
56473,0.46760398774635664,4.0,0.15586209338976148,Multifamily Housing,Multifamily LR (1-4),0.0,1308324.0
51490,1.0,8.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,1398253.0
45348,1.0,4.0,0.10401781776484079,Multifamily Housing,Multifamily LR (1-4),0.0,1371445.0
31317,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,851563.0
99372,1.0,5.0,0.0905687718874532,Multifamily Housing,Multifamily MR (5-9),0.0,2735128.0
26744,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,606886.0
30060,1.0003326679973386,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,699217.0
45991,1.0,2.0,0.0,Worship Facility,NonResidential,0.0,1044642.0
119996,0.8045268175605853,5.0,0.05989366312210407,Multifamily Housing,Multifamily MR (5-9),0.0,5051636.0
23794,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,525668.0
48996,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1379206.0
37090,0.946508492855217,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,946138.0
23533,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1286882.0
52020,0.9630526720492119,6.0,0.03694732795078816,Multifamily Housing,Multifamily MR (5-9),0.0,1956075.0
32612,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,785901.0
58485,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,2401890.0
147443,0.62137232693312,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,2740128.0
65103,0.7540205520482927,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,2674034.0
21499,1.0,3.0,0.0,Residence Hall/Dormitory,NonResidential,0.0,474359.0
20384,1.227482339089482,2.0,0.0,Office,NonResidential,0.0,1826203.0
21528,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,609368.0
39265,0.8125557111931746,2.0,0.11175347001146059,Retail Store,NonResidential,0.06822870240672355,5528223.0
54284,0.9723675484488984,2.0,0.035001105298062045,Retail Store,NonResidential,0.0,7008252.0
23409,0.935922081250801,1.0,0.06407791874919902,Retail Store,NonResidential,0.0,2520919.0
63153,0.9405095561572688,1.0,0.04365588333095815,Retail Store,NonResidential,0.015834560511772997,4917420.0
321333,1.0,2.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,7182436.0
26157,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,2440980.0
24100,1.282572614107884,2.0,0.0,Hotel,NonResidential,0.0,1607578.0
33600,0.5714285714285714,3.0,0.42857142857142855,Restaurant,NonResidential,0.0,4470620.0
39201,0.5624856508762531,3.0,0.04591719598989822,Multifamily Housing,Multifamily LR (1-4),0.0,1769998.0
23568,0.5232094365241005,3.0,0.19131873727087575,Multifamily Housing,Multifamily LR (1-4),0.0,858932.0
21130,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1372475.0
36880,1.0,6.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,2086588.0
32356,0.7997280257139325,4.0,0.2002719742860675,Financial Office,NonResidential,0.0,1303887.0
61180,1.0,7.0,0.0,Hotel,NonResidential,0.0,3542542.0
43506,0.7486093872109594,5.0,0.0,Office,NonResidential,0.0,3005926.0
501239,0.5381823840523183,27.0,0.0,Other,Multifamily HR (10+),0.0,14431245.0
179745,0.6757072519402487,23.0,0.08545439372444297,Multifamily Housing,Multifamily HR (10+),0.0,7753535.0
159820,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,4558824.0
60858,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1885930.0
28033,1.0,3.0,0.0,No information,Multifamily LR (1-4),0.0,909703.0
39816,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1357442.0
23931,1.0,2.0,0.0,Worship Facility,NonResidential,0.0,450518.0
21393,1.0,2.0,0.0,Worship Facility,NonResidential,0.0,813252.0
150374,0.3179672017769029,6.0,0.14877571920677776,Multifamily Housing,Multifamily MR (5-9),0.04308590580818492,7592451.0
78005,0.7576821998589834,6.0,0.18051406961092237,Multifamily Housing,Multifamily MR (5-9),0.059226972629959615,1735816.0
20400,1.0023529411764707,2.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,947518.0
47560,0.4866694701429773,2.0,0.3306139613120269,Distribution Center,NonResidential,0.17357022708158115,1242764.0
62334,0.572656976930728,6.0,0.25124330221067154,Senior Care Community,NonResidential,0.0,1101695.0
28296,1.0,3.0,0.0,No information,Multifamily LR (1-4),0.0,806306.0
41664,0.9995199692780338,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,973242.0
20960,1.0,3.0,0.0,Residence Hall/Dormitory,NonResidential,0.0,1469870.0
67403,0.544916398379894,7.0,0.18827055175585655,Multifamily Housing,Multifamily MR (5-9),0.17521475305253476,4475652.0
517164,0.8011597868374443,37.0,0.20941132793465903,Multifamily Housing,Multifamily HR (10+),0.008233365044744027,12271749.0
30180,1.1944996686547382,5.0,0.04970178926441352,Multifamily Housing,Multifamily MR (5-9),0.014910536779324055,2202407.0
28800,1.0,3.0,0.0,College/University,NonResidential,0.0,731315.0
21600,1.0,2.0,0.0,K-12 School,NonResidential,0.0,1074937.0
22860,1.0,3.0,0.0,K-12 School,NonResidential,0.0,1019043.0
25490,1.0,4.0,0.3648489603766183,Multifamily Housing,Multifamily LR (1-4),0.0,666436.0
387971,1.0,7.0,0.03187867134399221,Multifamily Housing,Multifamily MR (5-9),0.01257310469081452,10564729.0
25137,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,718552.0
26366,1.0007585526814837,1.0,0.0,Worship Facility,NonResidential,0.0,790204.0
31236,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,908834.0
140759,1.0,7.0,0.43478569753976654,Multifamily Housing,Multifamily MR (5-9),0.0,4130053.0
27119,0.8168811534348611,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,652425.0
21732,1.0,2.0,0.0,Worship Facility,NonResidential,0.0,820705.0
43752,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1484807.0
60270,0.8841048614567778,3.0,0.03318400530944085,Multifamily Housing,Multifamily LR (1-4),0.008710801393728223,1375366.0
160561,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,5696571.0
34678,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1138520.0
22394,1.0,4.0,0.2281861212824864,Multifamily Housing,Multifamily LR (1-4),0.0,749207.0
145812,0.8040627657531616,6.0,0.16116643348969906,Multifamily Housing,Multifamily MR (5-9),0.03323457602940773,5148331.0
21060,0.498338081671415,1.0,0.4862298195631529,Non-Refrigerated Warehouse,NonResidential,0.08974358974358974,335382.0
20539,0.35965723745070355,4.0,0.2562929061784897,Retail Store,NonResidential,0.1801450898291056,1622008.0
38624,1.039535004142502,1.0,0.0,K-12 School,SPS-District K-12,0.0,1356465.0
22874,1.0,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,625938.0
21469,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,549438.0
50252,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,2378077.0
22824,0.8973010865755345,3.0,0.10269891342446548,Multifamily Housing,Multifamily LR (1-4),0.0,609218.0
57338,0.753078237817852,3.0,0.24779378422686527,Multifamily Housing,Multifamily LR (1-4),0.0,1201918.0
93502,1.0,8.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,3195230.0
20260,0.6238894373149062,4.0,0.3761105626850938,Multifamily Housing,Multifamily LR (1-4),0.0,636266.0
32960,1.0,3.0,0.0,Retail Store,NonResidential,0.0,889225.0
29636,0.8468079362936969,3.0,0.15319206370630314,Other - Entertainment/Public Assembly,NonResidential,0.0,632157.0
20571,1.0,3.0,0.0,Hotel,NonResidential,0.0,722891.0
23742,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,645790.0
22344,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,660508.0
24492,0.8646088518699984,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,577023.0
31075,1.0,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,664088.0
28700,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,860452.0
22542,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,700739.0
24680,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,784584.0
63837,0.9524100443316572,8.0,0.019988407976565314,Multifamily Housing,Multifamily MR (5-9),0.015288939016557796,2330029.0
47992,0.7876312718786465,2.0,0.21266044340723453,Worship Facility,NonResidential,0.0,2873278.0
22320,0.6364695340501793,3.0,0.3138888888888889,Multifamily Housing,Multifamily LR (1-4),0.0,1623647.0
28572,0.7699846003079939,3.0,0.24499510009799805,Residence Hall/Dormitory,NonResidential,0.0,2696136.0
26639,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,719060.0
34735,0.7966316395566432,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,737570.0
25568,0.7884464956195244,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,717766.0
25904,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,965786.0
24548,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,750679.0
71827,0.7445668063541565,9.0,0.1392234118089298,Multifamily Housing,Multifamily MR (5-9),0.0,1700276.0
145350,0.9745442036463708,6.0,0.02545579635362917,Multifamily Housing,Multifamily MR (5-9),0.0,3567977.0
169931,0.6738205506941053,7.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,3291518.0
69452,1.0,6.0,0.6239129182744917,Multifamily Housing,Multifamily MR (5-9),0.0,2788342.0
47791,1.0,6.0,0.5468812119436715,Multifamily Housing,Multifamily MR (5-9),0.0,1181963.0
29683,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1009566.0
40791,1.0315265622318648,8.0,0.4306342085263906,Multifamily Housing,Multifamily MR (5-9),0.05491407418303057,1735728.0
56319,1.0,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,2512443.0
30948,0.7294493989918573,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,577290.0
39319,0.7829802385615097,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,903228.0
41443,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,1481698.0
130680,1.000221916131007,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,3467698.0
115775,1.295616497516735,15.0,0.21593608291945585,Residence Hall/Dormitory,NonResidential,0.0,2892428.0
31386,0.9558401835213153,2.0,0.0,Worship Facility,NonResidential,0.0,978211.0
21500,4.472279069767442,3.0,0.0,K-12 School,Campus,0.0,6159684.0
140778,0.6860304877182515,5.0,0.3139695122817486,Multifamily Housing,Multifamily MR (5-9),0.0,2751694.0
30834,0.9364986702990206,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,641713.0
21536,1.0,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,509372.0
47873,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,988619.0
39581,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,842593.0
23177,1.0,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,454296.0
54360,0.8336828550404709,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,1476969.0
70207,1.015183671143903,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,743725.0
84116,0.6538589566788721,2.0,0.0,Office,NonResidential,0.0,2105451.0
104000,0.9230769230769231,9.0,0.07692307692307693,Hotel,NonResidential,0.0,8227025.0
55206,1.0,1.0,0.0,K-12 School,SPS-District K-12,0.0,1986624.0
78374,0.7485262969862454,3.0,0.0,Senior Care Community,Multifamily LR (1-4),0.0,3371455.0
121037,0.675264588514256,4.0,0.32473541148574403,Multifamily Housing,Multifamily LR (1-4),0.0,2355732.0
38784,0.43383869636963696,2.0,0.43383869636963696,Non-Refrigerated Warehouse,NonResidential,0.0,1525624.0
26568,1.0,4.0,0.18819632640770853,Multifamily Housing,Multifamily LR (1-4),0.0,553476.0
182494,0.9071695507797517,6.0,0.07875875371245082,Multifamily Housing,Multifamily MR (5-9),0.0,5216213.0
113462,0.9602333821014966,6.0,0.03976661789850346,Multifamily Housing,Multifamily MR (5-9),0.0,3240830.0
41790,0.5214166068437425,2.0,0.4785833931562575,Social/Meeting Hall,NonResidential,0.0,1777554.0
39960,0.8926926926926927,5.0,0.07107107107107107,Office,NonResidential,0.0,1734533.0
33300,0.7207207207207207,5.0,0.18018018018018017,Non-Refrigerated Warehouse,NonResidential,0.0,131810.0
36240,1.0,11.0,0.0,Hotel,NonResidential,0.0,2094525.0
39320,1.0,3.0,0.0,Social/Meeting Hall,NonResidential,0.0,2916511.0
41452,1.0,5.0,0.0,Multifamily Housing,Multifamily MR (5-9),0.0,1569569.0
41536,1.0,5.0,0.0,Performing Arts,NonResidential,0.0,1024033.0
45320,1.0,3.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,4116966.0
35820,1.0,6.0,0.0,Hotel,NonResidential,0.0,3507714.0
42984,0.745928717662386,4.0,0.17215708170482039,Multifamily Housing,Multifamily LR (1-4),0.023380792853154662,1245753.0
33462,1.730201422509115,2.0,0.0,K-12 School,NonResidential,0.0,2994822.0
49744,1.0,3.0,0.0,K-12 School,NonResidential,0.0,1748132.0
37816,0.5131954728157394,2.0,0.4945261265072985,Worship Facility,NonResidential,0.0,1423706.0
23315,0.33274715848166414,2.0,0.29676174136821787,Office,NonResidential,0.08475230538280078,1353017.0
20700,0.3333333333333333,2.0,0.3333333333333333,Non-Refrigerated Warehouse,NonResidential,0.20884057971014494,4119958.0
82876,0.7795019064626671,9.0,0.22049809353733288,Multifamily Housing,Multifamily MR (5-9),0.0,3418003.0
322592,0.3600833250669576,7.0,0.10948194623549251,Multifamily Housing,Multifamily MR (5-9),0.05966979962305327,13852986.0
41521,0.6319934490980468,1.0,0.3160810192432745,Other - Recreation,NonResidential,0.06199272657209605,3314418.0
25762,1.0,2.0,0.0,Supermarket/Grocery Store,NonResidential,0.0,2347893.0
213016,0.5979081383558043,7.0,9.388966087054494e-06,Multifamily Housing,Multifamily MR (5-9),0.0,4784731.0
33334,1.499970000599988,1.0,0.0,Fitness Center/Health Club/Gym,NonResidential,0.0,6376820.0
43387,1.0371770345956162,3.0,0.0,Office,NonResidential,0.0,2616127.0
23983,1.0,2.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,980418.0
29351,0.8821164525910531,4.0,0.0,Multifamily Housing,Multifamily LR (1-4),0.0,661383.0
106976,0.4908951540532456,7.0,0.4257497008674843,Multifamily Housing,Multifamily MR (5-9),0.19617484295542925,4267567.0
